left_eye_center_x,left_eye_center_y,right_eye_center_x,right_eye_center_y,nose_tip_x,nose_tip_y,mouth_center_bottom_lip_x,mouth_center_bottom_lip_y
68.3739428571,39.6553142857,32.946155102199995,36.6849306121,44.736000000000004,60.5203591837,43.004865306199996,78.2897632654
70.1136979592,36.6790726531,30.097763265300003,38.9584457143,49.0926367347,63.525119999999994,48.5861877551,77.7079444898
70.0097902703,36.5118616216,31.0613241081,36.2414010811,52.158408648599995,67.8870486486,49.9946205405,79.5174745946
64.71858227850001,35.861225316500004,31.5906835443,39.1193924051,51.141265822799994,54.3256708861,51.6844556962,76.0490126582
65.8034474227,42.2709476289,31.625101855700002,38.2283480412,48.714259793800004,58.625082061899995,49.449303092799994,67.81279670100001
65.4816644295,36.4435973154,30.5428187919,36.4435973154,48.746093959700005,63.7485100671,48.746093959700005,86.0623892617
73.0832,38.3705,29.88375,38.3705,51.7157,64.383,51.7157,78.7828
66.438,39.2946666667,32.175333333299996,37.5073333333,47.668,59.8526666667,46.178000000000004,88.1566666667
66.1703791304,33.040194782600004,30.1526817391,40.808765217399994,51.339547826099995,66.5861008696,54.1644521739,79.298253913
68.8379428571,46.8570971429,36.5868190476,33.7177447619,46.142780952399995,67.9597104762,41.7628952381,79.5064228571
64.1673202616,38.849673202800005,31.9790849675,33.5790849675,63.1473922905,62.545551553900005,44.439823859499995,82.21932015
69.2711351351,40.607065945900004,31.854356756799998,33.0289945946,53.1676540541,63.341292973,47.24730810810001,75.1820237838
65.6591421687,37.8682640964,28.8768,39.5555277108,45.7494361446,66.2143228916,46.4243277108,79.3749975904
65.4555616438,35.602389041100004,31.3683287671,36.777797260300005,49.5872876712,56.7603287671,49.8812054795,80.8563287671
67.1622,38.2884,30.1584,35.8752,50.8056,55.4496,47.0514,80.655
65.859023622,37.614009448800005,31.401070866100003,38.2896377953,44.2386141732,62.274519685,45.927307086599996,88.6246299213
65.4186418605,36.6021209302,28.7934027907,40.475944186,45.6973506977,66.18407441859999,48.162507907,78.86199069770001
67.635689638,39.373597555,33.2461796313,37.3999014099,46.3424233461,57.9593414177,46.5172481517,78.37501330970001
64.8935689922,32.0405333333,32.1352186047,37.0988155039,47.5509085271,58.29539224810001,48.2735131783,69.6162976744
66.79762335310001,33.8864892793,32.0700594161,36.0642211315,51.9804202988,66.01676990039999,47.2380263499,83.9163006975
67.60365,36.120465,29.53695,40.206720000000004,51.9039,64.724265,52.11885,75.90769499999999
64.418688,41.293848,31.562352,40.768152,49.173359999999995,60.21909599999999,49.699056,74.150184
65.0311164179,39.3834268657,33.5254925373,35.8828083582,44.7274029851,64.2378698507,43.677277611899996,76.8401337313
68.7028753994,37.0069265176,29.8477188498,35.3298402556,48.0174824281,54.89697124600001,46.6198083067,78.65743130989999
65.9164195804,37.0835244755,29.6136503497,36.1832727273,45.21465734270001,64.3851188811,44.014993007,85.386965035
67.8303762963,34.362844444400004,28.143359999999998,38.553398518499996,48.8496237037,65.1757511111,50.5751466667,82.1844148148
63.345792,35.8496301176,28.6802936471,37.1217543529,47.1261515294,60.9741628235,47.4441825882,76.2396988235
65.91473898310001,38.863240678000004,33.4075118644,38.5945871186,48.452176271199995,65.9973477966,48.7208298305,77.549499661
64.7620479773,37.0396852291,29.7284640173,41.0534338863,55.382456140200006,59.8571428573,52.39140222020001,81.755937344
66.50496,34.8480768,31.496447999999997,37.250688000000004,50.030592,54.068736,52.0896,83.242752
64.70466976739999,38.4315683721,28.3425488372,36.2926213953,46.8799255814,60.1775553488,46.8799255814,71.9417972093
67.0125617021,39.1858382979,28.1387574468,36.0124595745,44.534536170200006,68.8039489362,44.0056510638,82.0263489362
63.6240984615,38.1492676923,30.2189292308,38.5517538462,45.915347692299996,63.9074707692,47.525218461499996,73.5667938462
65.7548935333,38.0590390953,30.3609933612,37.1365311042,50.7676419967,59.9925252029,47.9050076709,77.4548807474
68.83803428569999,40.232365714299995,30.101211428600003,33.7082742857,41.92608,66.3287314286,40.7027657143,81.0079542857
68.5760372093,35.0319739535,30.9534139535,33.9570418605,48.152372093000004,65.129972093,43.3152,82.3288186047
67.466544,35.699844,29.665368,39.181536,49.063344,66.78636,50.058108000000004,80.71308
66.86745,40.470884999999996,32.969865000000006,40.773540000000004,48.405375,65.288775,49.0107,78.00039
67.6469917808,43.203419178100006,33.0804164384,38.2653369863,49.9522191781,69.9513863014,49.129249315100004,79.00458082189999
58.8995104478,30.347391044800002,26.590495522399998,31.4488119403,36.8706626866,54.9463164179,37.604919403000004,65.2264835821
63.2,38.5818536585,26.924487804899996,41.023999999999994,44.7133658537,49.74439024390001,48.2013658537,83.9274146341
69.5430777715,40.1982507288,30.5435978254,38.2976912773,41.677661334899994,63.4314080844,45.0120557875,83.43235363640001
64.7945038168,39.382351145,30.0644885496,38.7143816794,46.4277251908,63.092519083999996,48.097465648900005,89.14003053440001
67.76237142859999,37.2378,29.7613714286,35.5234285714,48.3332571429,69.2386285714,47.1903428571,78.66737142859999
65.49513846149999,41.7624615385,37.8828307692,41.3943138462,45.61427692310001,67.90225230770001,47.0870153846,76.00192
66.5591489362,36.4288544681,28.124956595700002,36.9184646809,49.178042553199994,59.930022127700006,47.9540425532,76.3318468085
65.9605423729,38.0757966102,31.486698305100003,35.8516881356,46.4995118644,64.7652610169,47.6115661017,76.9979389831
66.5314436697,38.3339977982,27.030341284400002,35.5456822018,41.6689849541,69.7025174312,42.1337042202,77.3703633028
65.59354128439999,35.4508623853,30.1686605505,35.0572623853,49.062165137600005,52.375926605500005,49.062165137600005,79.5346788991
67.3044133333,34.231640000000006,29.193959999999997,36.0756933333,52.244640000000004,62.5071466667,51.62996,80.6404
65.4918095238,35.916647619,28.3771428571,37.619123809499996,47.4453333333,54.98468571430001,50.5097142857,85.6297142857
35.3484521739,35.729613913,10.7974956522,48.0051130435,28.2807652174,60.2805913043,34.9765565217,72.5560695652
65.900627027,39.555632432399996,31.319437837800002,38.6764972973,50.66144864859999,62.4144432432,48.316972973,74.7229405405
67.7030082645,38.6718942149,31.8910413223,38.3173289256,48.910809917399995,57.8189752066,48.2015206612,82.2839008264
64.651648,30.4542171429,23.8481188571,36.2398171429,47.5994331429,69.1262171429,46.99042742859999,84.6559085714
52.844319999999996,40.591696,37.455952,40.839888,45.646544,51.016064,46.142944,56.476448
65.710900028,38.4802031412,29.207185178099998,37.7895231825,46.7272137684,58.784267845600006,46.0673700462,79.8383599592
64.10231999999999,38.952144,31.60002,38.623847999999995,51.95496,66.52986,51.29844,76.70736
64.0138666667,41.436952381,30.821371428600003,39.793752381,42.3237104762,67.3993142857,41.3377980952,81.8594285714
63.430519599300005,41.117532408,31.4045455735,32.7214285118,48.3620043698,60.979869306000005,40.1515769945,80.5409090907
66.641552,38.635391999999996,28.516336,37.389472,52.188864,62.307904,47.703536,77.258976
64.3329361702,34.9700765957,29.949276595700002,33.4487148936,48.2062978723,55.6609361702,45.467914893599996,85.48017021279999
73.10638588239999,37.8749364706,32.8524423529,38.2004188235,56.2871294118,69.4466682353,56.612611764700006,81.59933647060001
65.4645880122,37.53556372,27.8453079379,34.962830384600004,50.999815403599996,61.4851399858,45.3319659522,78.7680443033
66.2009454545,38.384290909099995,30.2402181818,42.4940727273,47.1931636364,63.043069090900005,48.7344,76.3998981818
64.7850666667,40.6307555556,29.8268444444,38.4064,47.9416888889,59.3813333333,46.6702222222,90.8437333333
66.7182,38.6838,31.0548,38.6838,46.5354,62.7846,46.3392,87.2178
62.7391135135,38.69536,30.7662702703,38.0150832432,55.2561297297,66.5865513514,54.9159783784,83.2532756757
66.96250434779999,38.0365565217,30.6189913043,36.5592,48.9385043478,66.6976695652,48.347478260900004,80.5850086957
65.8507636364,35.962559999999996,30.3578181818,35.962559999999996,49.8597818182,50.0036072727,50.249890909099996,79.2558545455
69.2623879245,36.9079064151,31.9336754717,38.6976543396,49.8310098113,66.5663456604,51.1093856604,85.2307924528
69.02924962029999,33.6491544304,29.214950886100002,38.9436151899,52.5105539241,68.8043422785,54.2047837975,82.1463493671
64.5738285714,39.27216,31.806914285700003,37.3670971429,47.809371428599995,68.2289942857,46.6664,79.65931428569999
63.171232653100006,37.4425469388,33.9072,41.7601959184,50.2182857143,64.30785306119999,51.1777959184,71.0241306122
63.5752551022,38.4815051021,34.0637755102,38.8067602041,50.5234693875,50.380612245,49.4276147183,77.2098216623
68.6245859155,39.186523943699996,30.4640923944,39.186523943699996,47.105516619700005,72.18246760560001,47.9662783099,84.2331042254
68.5412,40.328430769200004,10.6662461538,40.328430769200004,45.2963384615,92.5107692308,,
66.2152119403,35.5499462687,30.5946268657,38.3621731343,50.9046447761,65.2338626866,51.2171462687,74.6076179104
62.880548571400006,42.500269714299996,34.68864,38.596772571399995,47.26656,61.583999999999996,46.3992685714,69.82472228569999
67.515090411,40.6321972603,28.883309589,38.4372164384,52.5891287671,69.1670136986,51.7111890411,84.53194520550001
67.9468623853,38.934693578,29.767045871599997,37.360293578000004,49.840733945,53.8917577982,48.266862385299994,81.8377981651
67.1943670588,29.9418352941,29.347425882399996,34.1470447059,47.850381176499994,65.4759105882,51.4248141176,79.5633882353
65.3654634146,35.3022439024,31.1126634146,39.7945756098,51.327453658500005,61.1323317073,53.011902438999996,71.2399609756
66.8461935484,39.9595354839,30.171096774200002,38.2295225806,47.720516128999996,54.3352258065,45.7409032258,90.4745806452
68.1436862745,39.0236862745,28.045176470599998,37.0610196078,47.9541960784,51.9228235294,47.673725490200006,80.5251764706
62.41446956520001,28.117175652199997,27.295728695700003,37.9706434783,49.5291826087,52.371826086999995,52.5610434783,63.993878260900004
69.32828571430001,39.1062857143,28.3405714286,36.807428571399996,47.876571428599995,59.4085714286,48.2597142857,89.28771428569999
66.5887366337,41.1049188119,28.589750495,34.455160396,42.839382178200005,69.60418217819999,39.514455445500005,85.2787960396
67.5727407407,37.8214162963,29.726696296300002,36.8384,47.421037037,67.311762963,47.9125333333,77.6334222222
71.12017021279999,38.6714553191,32.6138553191,37.7246297872,52.498314893599996,65.1841021277,51.551387233999996,80.96537872340001
69.69574399999999,38.797312,30.281728,41.7639466667,51.895872,65.9209386667,52.7434666667,76.51609599999999
67.2026434783,38.764466086999995,32.1824278261,40.6272417391,48.574886956499995,63.7257182609,48.9474504348,79.3730782609
65.5615522388,39.924293731300004,28.8855546269,41.1367164179,49.1937528358,67.5070567164,50.406189850699995,76.9033934328
66.8860024845,36.3250285714,26.7973565217,37.0959503106,44.7858484472,66.3915130435,46.327691925500005,81.5532521739
71.4268475091,34.0517682848,22.5496767652,34.4975535557,52.8736214984,65.2604892891,50.4049689439,90.0323995439
63.3240389189,43.3842421622,36.0321210811,43.066897297299995,49.67808,64.3291848649,49.3607351351,73.8496345946
62.4274834286,33.3585188571,32.767378285700005,35.1032502857,47.074011428599995,56.039807999999994,47.771904,68.2528182857
68.7705882353,42.5071058824,29.6997176471,38.4998588235,46.981082352899996,67.5525176471,45.227905882399995,83.0807058824
66.1967868493,39.1119780822,30.070566575300003,41.212339725999996,48.973821369899994,66.4166663014,50.8641534247,79.6489380822
66.1125647059,35.5429915966,27.987522689099997,40.8123159664,51.2345008403,66.84891428569999,52.1643831933,76.4576537815
66.9611054545,39.999534545500005,31.3175272727,39.999534545500005,45.5749236364,73.07677090909999,45.5749236364,86.1936290909
67.6707388235,31.916385882399997,31.181184000000002,37.4743341176,51.2383623529,68.6475670588,54.13824,75.8971482353
64.4068965517,37.8825434483,32.7879889655,40.341798620700004,51.056772413800005,62.8263724138,52.1106206897,76.1765793103
66.5112,38.2045356522,31.1472626087,36.864980869600004,51.2404173913,64.19165217390001,49.900862608699995,79.9982608696
68.1501405405,41.1187718919,29.6057513514,34.249478918899996,41.8178594595,68.5959697297,39.9097945946,85.7692540541
65.7847843137,39.0814117647,27.7389803922,40.3548235294,50.5029019608,56.5916862745,49.5476078431,81.10650980390001
63.1020463043,40.5871239925,,,36.4408163262,64.1229291719,45.1148633167,79.8311864172
71.4202930693,39.6619722772,29.5412910891,31.1921108911,41.7756831683,70.2477623762,41.3050930693,78.2471287129
65.8656,40.1563576037,32.6853456221,38.1331907834,50.0847483871,66.45779170510001,48.466197235,83.4525788018
68.0309793103,37.5887172414,27.885848275900003,41.110262069,50.775641379300005,70.3387862069,51.4799172414,80.55111724140001
66.7240239521,36.7248862275,29.447856287399997,37.9271856287,47.184,58.970155688599995,48.8375568862,83.3199520958
66.7330415094,35.3583396226,26.6992301887,39.283290566,50.248483018900004,70.28984150939999,50.640996226400006,91.0917735849
68.0402642202,33.1563302752,26.8122275229,39.3405357798,54.383471559600004,67.4270972477,56.1871706422,85.7220550459
66.5828101291,35.3808959101,35.0393900022,37.7775180072,55.18181602479999,54.172329546499995,52.26111193770001,73.605968053
64.4123389831,33.4003525424,28.5369274576,41.3306847458,50.0621288136,63.6112271186,53.4608542373,73.8074033898
70.3794782609,32.6605356522,27.9851686957,37.7992486957,50.4670121739,60.281071304300006,53.0363686957,76.5536347826
65.3595897436,35.0383589744,29.7903589744,35.7717333333,46.2916923077,44.9394871795,47.7579487179,76.8418461538
61.518097297299995,35.7491027027,23.193859459499997,46.3947243243,45.549664864899995,69.8150659459,48.7433513514,76.73472
67.5150590674,40.2435481865,29.9799544041,39.4852476684,47.041343005200005,67.92094507770001,48.178768911899994,80.8118051813
65.8006486486,35.589102702699996,29.4676756757,35.9756108108,48.020756756800004,45.252324324300005,47.2475675676,76.172972973
67.0754470588,37.824952941199996,31.579129411799997,37.024270588200004,45.4573764706,68.25035294119999,45.4573764706,82.9292823529
65.7422076923,38.6168538462,30.050746153800002,39.4100076923,49.0861846154,67.5666,48.6896307692,80.6534769231
43.312993514,39.441219421599996,20.132056335,39.4102081344,19.2197012884,57.654087333199996,25.943340630700003,72.5775759494
68.4248727273,36.4746327273,30.162676363600003,38.4752727273,51.16939636359999,67.9846690909,50.9193163636,83.2395490909
64.8368780488,38.9083902439,31.6132682927,37.6003902439,47.309268292700004,58.52897560979999,45.9974634146,79.9311219512
66.3096,37.5108,31.719,35.9016,50.2206,53.5992,46.7346,79.8774
67.6077381818,36.412625454499995,31.896261818200003,39.4198690909,52.947141818199995,68.3649163636,53.699083636400005,83.77728
65.944823301,34.2716271845,28.4163728155,41.3939883495,50.4691572816,67.5442951456,53.951161165,81.85929320390001
63.5512216216,33.5071135135,30.7859027027,38.4220540541,45.5302054054,52.3472432432,47.5781189189,62.996237837799995
67.50539310229999,33.5864311558,32.3394891723,32.645315747199994,44.2470221588,63.1939116103,49.619877036999995,80.8046057963
72.1886571429,34.1299114286,33.132694285700005,31.4496,53.809371428599995,60.5501142857,51.5119714286,73.95171428569999
67.94414769229999,38.0464430769,29.6004553846,40.9959692308,50.5152,65.1283569231,51.855895384600004,80.94849230770001
50.200047999999995,38.314271999999995,15.996896,48.086591999999996,29.793135999999997,63.894768000000006,33.817023999999996,74.241952
66.2973727811,38.2903668639,30.5024378698,37.0207810651,44.2111242604,62.4073846154,46.495810650900005,79.924260355
63.928895999999995,37.484415999999996,32.726496000000004,38.357215999999994,47.782208000000004,59.95888000000001,48.4368,75.450976
67.5376426667,36.0605226667,29.6233813333,40.799808,57.3820373333,69.574016,57.043519999999994,81.4222293333
67.09425,39.6735,30.22425,35.65125,46.64775,61.46025,43.63125,89.28
68.9813236364,42.6015272727,33.0342836364,38.1544727273,49.34016,66.3191272727,48.598981818199995,83.73672727270001
67.7839733333,37.9105333333,28.489653333299998,38.7402,47.0923866667,66.3898666667,47.235573333299996,76.8444
65.9099786477,36.4383202847,28.2349323843,35.8155160142,45.982633451999995,60.7249537367,44.4257935943,81.8979074733
66.5829517241,40.2199448276,28.9310896552,39.843393103400004,53.7813517241,68.83539310340001,49.639613793100004,78.2483586207
56.89929967770001,36.040661653899996,32.1632653061,35.3306122451,59.0831364125,57.4653777297,48.2778374508,79.2862155385
65.15318857140001,33.7658057143,28.8028342857,42.95328,49.574445714300005,64.9232914286,52.3706514286,77.3063771429
62.6083605634,33.0407121127,28.6205746479,39.2203267606,46.8160901408,60.162348169,52.6523492958,77.3279459155
63.60414720000001,40.059878399999995,32.0027136,39.387494399999994,48.475776,61.5757824,48.1396224,73.678464
71.54592,43.56820363640001,33.7273090909,35.9350909091,52.1161745455,60.916189090900005,48.993534545500005,77.22331636359999
65.9604,41.25326,30.0866,39.742779999999996,51.988459999999996,65.04321999999999,51.23322,79.01508000000001
64.2445714286,36.334848,36.0675017143,41.5612251429,55.6097828571,66.1025828571,55.3824,76.7826102857
65.9186609355,37.1243408344,25.9967757269,36.6092176991,42.9957663717,67.00132490520001,45.3138204804,74.47063463970001
67.0888969014,35.209473802800005,29.844642253499998,39.0308146479,50.4215797183,71.1308619718,51.03888676060001,81.4193577465
67.0872358209,36.7185671642,31.6107940299,37.7418985075,48.666841791,61.6202507463,48.666841791,75.2651462687
64.3900416,38.0849664,29.780812800000003,38.72,47.8792192,68.5664896,47.8792192,85.077248
71.2923870968,32.474090322600006,28.043612903200003,30.7441548387,49.5855483871,51.4045935484,48.111483871000004,81.95148387100001
64.1578892308,42.2131938462,29.5298215385,38.4808430769,44.044578461499995,72.4868492308,44.044578461499995,83.26923692310001
65.9007123288,37.045545205500005,30.6378082192,36.1639890411,49.849643835600006,55.072438356199996,48.5628493151,81.12394520550001
66.9512347826,41.2290782609,29.2708173913,35.2603826087,47.924869565200005,57.2710956522,41.209043478299996,85.6244869565
68.382912,38.700096,34.793471999999994,36.198912,50.51616,65.142912,48.372096,86.225664
64.3317818182,39.3142787879,27.4056242424,41.5693090909,44.036509090900005,66.0928,44.6002424242,77.9317333333
68.3778580645,41.4309677419,27.7695483871,39.2935741935,46.1501419355,69.2155354839,43.5853935484,84.17651612899999
67.3230422535,36.3630422535,29.5565070423,39.3844056338,50.1018591549,55.3974084507,52.216563380299995,80.1728450704
64.32284444439999,36.0049066667,31.9068444444,37.2760888889,48.1152,60.157724444399996,49.385955555600006,83.6750222222
63.794851764700006,36.0681882353,32.0910070588,39.0591529412,52.4293270588,67.1738823529,51.8311341176,82.72672941180001
68.3601702128,36.291676595700004,30.8170212766,37.0000340426,46.4010893617,63.9178212766,46.4010893617,75.95989787229999
64.8881403509,33.9943859649,32.7736140351,31.9872,46.7823157895,51.9786666667,44.8168421053,74.63971929819999
65.2391111111,38.082962963,32.1351111111,39.9371851852,47.230222222200005,54.5031111111,48.2897777778,80.192
63.262080000000005,42.028816,27.4016,40.79224,39.76736,76.240448,41.416000000000004,88.60608
68.73351600000001,36.93906,31.078115999999998,38.853744,49.267596000000005,68.53128000000001,50.224932,85.44431999999999
68.4947478261,40.7736834783,31.152834782600003,42.490559999999995,51.7552695652,65.6683408696,50.4676173913,81.9786365217
68.3802857143,38.7231428571,26.6262857143,36.807428571399996,46.162285714300005,59.4085714286,46.162285714300005,89.6708571429
60.587686956499994,39.1803826087,31.5104,39.7239652174,44.010991304300006,60.3769043478,47.2719304348,71.7904695652
78.3170285714,37.3807085714,28.2331428571,38.4936685714,51.605714285699996,70.76985142859999,51.605714285699996,85.2384914286
63.5418074074,36.250477036999996,31.519762963,43.069985185200004,46.6413037037,73.0165333333,47.8273185185,83.986962963
65.2067532468,39.4381838961,29.522381298699997,43.539840000000005,47.979815064899995,67.53450389609999,52.6967064935,82.3004509091
65.35630769229999,41.2763076923,38.4750769231,38.7404307692,49.6332307692,58.0135384615,47.6044307692,69.6790153846
66.3783946309,37.2733852349,30.025965100700002,37.2733852349,52.424955704700004,66.6490630872,52.424955704700004,79.50095033560001
59.2109038466,34.9258011865,30.3993545323,42.9951180708,59.9778988124,56.7090229017,56.219961939899996,75.8627206509
68.6321828571,42.4477165714,36.7333028571,37.7059748571,49.6652982857,62.276736,47.941028571400004,73.4844617143
65.79179188170001,36.2884054718,29.680735590900003,38.062973761100004,50.2542561115,60.4802045301,49.454891025200006,82.27405183489999
66.1061,38.615190000000005,31.5115,39.13935,51.6917,59.0575,53.2642,73.2098
66.0335639098,39.0022736842,30.2270075188,36.4216781955,44.4205714286,57.0668030075,43.1307067669,84.4857744361
68.2870588235,38.7085176471,27.9077647059,37.867294117600004,49.36,58.0574117647,48.518588235299994,87.5002352941
66.91797942859999,40.3750491429,36.8552502857,38.2776685714,54.5666194286,61.1160137143,51.770084571400005,74.3995337143
65.5413383886,33.9217592417,30.3319052133,37.803116587699996,55.2834881517,66.3587943128,55.0062255924,77.7256492891
66.586464,37.618038857100004,33.6240548571,47.001504,48.0601508571,67.4526308571,49.7443611429,77.3172891429
65.6991549296,35.1813633803,31.5576338028,38.504856338,48.4772957746,46.3603605634,52.7073802817,76.8757183099
66.1385431579,38.6281364211,32.4045473684,37.1969987368,44.058138947399996,67.6597894737,44.4669978947,77.47331368420001
66.61104761899999,36.756571428600004,29.836952381,33.3516190476,45.5001904762,66.0396190476,43.7973333333,82.384
65.5895172414,36.3254068966,29.7136551724,36.695255172399996,46.7271724138,44.4620689655,48.2068965517,75.8995862069
62.72416744189999,35.3006139535,30.7763348837,43.1101023256,48.525172093,71.6763534884,52.0749395349,87.12714418600001
65.7273732361,40.0624800907,29.921152265,36.1589755167,54.0910344828,62.0027586207,48.3553553836,80.7643068262
68.0968258065,39.128283871,31.6138064516,33.9574606452,42.8172541935,63.5460387097,42.1551019355,78.4839483871
62.6953663479,41.6469747397,31.459073498200002,32.1997636652,32.816829181100005,56.6990493744,,
68.1476685714,36.5424457143,32.5302857143,40.170137142899996,51.9879314286,67.2130285714,54.296468571400005,79.0854857143
63.69605,36.19325,30.8078,40.02489,47.73088,70.3587,49.3274,79.6185
60.7489158621,35.4647834483,31.4802868966,44.1060082759,54.3376882759,65.5696717241,57.6826758621,74.4896441379
65.2746352941,34.8053505882,31.344141176500003,35.7656470588,49.5897882353,55.9318588235,49.2697411765,67.13534117649999
